access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr
private,,,,2019-09-09,,ELEC,Private,44324,2011-11-30,P,E,Star Nissan,718-423-0500,2020-01-21T18:34:38Z,CAR_DEALER,200-8,40.758245,-73.776954,Bayside,,,NY,20602 Northern Blvd,11361,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,44325,2011-11-30,P,E,Rockland Nissan,845-358-6700,2020-01-21T18:34:38Z,CAR_DEALER,200-9,41.071072,-73.950866,Blauvelt,,,NY,608 Route 303,10913,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2019-09-09,,ELEC,Private,44326,2011-11-30,P,E,Rockland Nissan,845-358-6700,2020-01-21T18:34:38Z,CAR_DEALER,200-9,41.071072,-73.950866,Blauvelt,,,NY,608 Route 303,10913,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,44327,2011-11-30,P,E,Bay Ridge Nissan,718-238-8000,2020-01-21T18:34:38Z,CAR_DEALER,200-9,40.636324,-74.019228,Brooklyn,,,NY,6501 5th Ave,11220,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2019-09-09,,ELEC,Private,44328,2011-11-30,P,E,Bay Ridge Nissan,718-238-8000,2020-01-21T18:34:38Z,CAR_DEALER,200-9,40.636324,-74.019228,Brooklyn,,,NY,6501 5th Ave,11220,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours; Nissan vehicle use only,CALL,,2019-09-09,,ELEC,Public - Call ahead,44329,2011-11-30,P,E,Kings Nissan,718-376-0538,2020-01-21T18:34:38Z,CAR_DEALER,200-9,40.589167,-73.960707,Brooklyn,,,NY,2758 Coney Island Ave,11235,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2019-09-09,,ELEC,Private,44330,2011-11-30,P,E,Kings Nissan,718-376-0538,2020-01-21T18:34:38Z,CAR_DEALER,200-9,40.589167,-73.960707,Brooklyn,,,NY,2758 Coney Island Ave,11235,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,44331,2011-11-30,P,E,Burdick Nissan,315-458-8915,2020-01-21T18:34:38Z,CAR_DEALER,200-9,43.147147,-76.114274,Cicero,,,NY,5885 E Circle Dr,13039,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2019-09-09,,ELEC,Private,44332,2011-11-30,P,E,Burdick Nissan,315-458-8915,2020-01-21T18:34:38Z,CAR_DEALER,200-9,43.147147,-76.114274,Cicero,,,NY,5885 E Circle Dr,13039,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,44333,2011-11-30,P,E,Hoselton Nissan,585-385-3560,2020-01-21T18:34:38Z,CAR_DEALER,200-9,43.100001,-77.481422,East Rochester,,,NY,66 Marsh Rd,14445,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2019-09-09,,ELEC,Private,44334,2011-11-30,P,E,Hoselton Nissan,585-385-3560,2020-01-21T18:34:38Z,CAR_DEALER,200-9,43.100001,-77.481422,East Rochester,,,NY,66 Marsh Rd,14445,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,44336,2011-11-30,P,E,Rockaway Nissan,516-239-0100,2020-01-21T18:34:38Z,CAR_DEALER,200-9,40.622268,-73.742699,Inwood,,,NY,600 Burnside Ave,11096,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2019-09-09,,ELEC,Private,44337,2011-11-30,P,E,Rockaway Nissan,516-239-0100,2020-01-21T18:34:38Z,CAR_DEALER,200-9,40.622268,-73.742699,Inwood,,,NY,600 Burnside Ave,11096,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,44338,2011-11-30,P,E,Maguire Nissan,607-272-8000,2020-01-21T18:34:38Z,CAR_DEALER,200-9,42.435042,-76.5088,Ithaca,,,NY,504 S Meadow St,14850,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2019-09-09,,ELEC,Private,44339,2011-11-30,P,E,Maguire Nissan,607-272-8000,2020-01-21T18:34:38Z,CAR_DEALER,200-9,42.435042,-76.5088,Ithaca,,,NY,504 S Meadow St,14850,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,44342,2011-11-30,P,E,Nemet Motors,718-523-5858,2020-01-21T18:34:38Z,CAR_DEALER,200-9,40.707242,-73.803844,Jamaica,,,NY,153-12 Hillside Ave,11432,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2019-09-09,,ELEC,Private,44343,2011-11-30,P,E,Nemet Motors,718-523-5858,2020-01-21T18:34:38Z,CAR_DEALER,200-9,40.707242,-73.803844,Jamaica,,,NY,153-12 Hillside Ave,11432,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,44344,2011-11-30,P,E,Treiber Nissan,518-736-1300,2020-01-21T18:34:38Z,CAR_DEALER,200-9,43.025044,-74.358103,Johnstown,,,NY,320 N Comrie Ave,12095,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2019-09-09,,ELEC,Private,44345,2011-11-30,P,E,Treiber Nissan,518-736-1300,2020-01-21T18:34:38Z,CAR_DEALER,200-9,43.025044,-74.358103,Johnstown,,,NY,320 N Comrie Ave,12095,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours; contact 516-483-4400 for more information,CALL,,2020-01-13,,ELEC,Public - Call ahead,44346,2011-11-30,P,E,Nissan - Garden City,,2020-01-21T18:34:38Z,CAR_DEALER,GPS,40.71693,-73.630152,Hempstead,,,NY,316 N Franklin St,11550,US,,,,,,,,,,,"['CHADEMO', 'J1772']",1,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2020-01-13,,ELEC,Private,44347,2011-11-30,P,E,Nissan - Garden City,,2020-01-21T18:34:38Z,CAR_DEALER,GPS,40.71693,-73.630152,Hempstead,,,NY,316 N Franklin St,11550,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours; contact 607-398-6666 for more information,CALL,,2020-01-13,,ELEC,Public - Call ahead,44348,2011-11-30,P,E,Simmons Rockwell Nissan,,2020-01-21T18:34:38Z,CAR_DEALER,GPS,42.16246,-76.867435,Horseheads,,,NY,224 Colonial Dr,14845,US,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",1,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2020-01-13,,ELEC,Private,44349,2011-11-30,P,E,Simmons Rockwell Nissan,,2020-01-21T18:34:38Z,CAR_DEALER,GPS,42.16246,-76.867435,Horseheads,,,NY,224 Colonial Dr,14845,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours; contact 631-439-7000 for more information,CALL,,2020-01-13,,ELEC,Public - Call ahead,44350,2011-11-30,P,E,Nissan - Huntington,,2020-01-21T18:34:38Z,CAR_DEALER,GPS,40.834455,-73.379693,Huntington Station,,,NY,850 E Jericho Turnpike,11746,US,,,,,,,,,,,"['CHADEMO', 'J1772']",1,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2020-01-13,,ELEC,Private,44351,2011-11-30,P,E,Nissan - Huntington,,2020-01-21T18:34:38Z,CAR_DEALER,GPS,40.834455,-73.379693,Huntington Station,,,NY,850 E Jericho Turnpike,11746,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours,CALL,,2020-01-13,,ELEC,Public - Call ahead,44352,2011-11-30,P,E,Kingston Nissan,845-338-3100,2020-01-21T18:34:38Z,CAR_DEALER,GPS,41.948965,-74.032033,Kingston,,,NY,140 Route 28,12401,US,,,,,,,,,,,"['CHADEMO', 'J1772']",1,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,44354,2011-11-30,P,E,West Herr Nissan,716-625-8889,2020-01-21T18:34:38Z,CAR_DEALER,200-9,43.128557,-78.696197,Lockport,,,NY,6069 S Transit Rd,14094,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2019-09-09,,ELEC,Private,44355,2011-11-30,P,E,West Herr Nissan,716-625-8889,2020-01-21T18:34:38Z,CAR_DEALER,200-9,43.128557,-78.696197,Lockport,,,NY,6069 S Transit Rd,14094,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,44358,2011-11-30,P,E,Nissan Kia - Middletown,845-374-6555,2020-01-21T18:34:38Z,CAR_DEALER,200-9,41.40859,-74.413372,New Hampton,,,NY,4961 Route 17M,10958,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2019-09-09,,ELEC,Private,44359,2011-11-30,P,E,Nissan Kia - Middletown,845-374-6555,2020-01-21T18:34:38Z,CAR_DEALER,200-9,41.40859,-74.413372,New Hampton,,,NY,4961 Route 17M,10958,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,44360,2011-11-30,P,E,Nissan of New Rochelle,914-576-7600,2020-01-21T18:34:38Z,CAR_DEALER,200-8,40.919104,-73.776645,New Rochelle,,,NY,2533 Palmer Ave,10801,US,,,,,,,,,,,"['CHADEMO', 'J1772']",1,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2019-09-09,,ELEC,Private,44361,2011-11-30,P,E,Nissan of New Rochelle,914-576-7600,2020-01-21T18:34:38Z,CAR_DEALER,200-8,40.919104,-73.776645,New Rochelle,,,NY,2533 Palmer Ave,10801,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,24 hours daily,,,2020-04-04,,ELEC,Public,46412,,,E,MP 102 LLC,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.8671646,-73.8831863,Bronx,"MP GARDEN; 2nd level of garage, Bedford Park side",,NY,401 Bedford Park Blvd,10458,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,$0.17 per kWh,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:31323'], 'ports': ['1', '2']}"
private,,,,2020-01-13,,ELEC,Private,46415,2011-12-22,P,E,FedEx,,2020-01-21T18:34:38Z,OFFICE_BLDG,GPS,40.7303419,-74.0082654,New York,,,NY,130 Leroy St,10014,US,,,,,,,,,,,['J1772'],,,10,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,47721,2012-01-31,P,E,Baron Nissan,516-621-2300,2020-01-21T18:34:38Z,CAR_DEALER,GPS,40.816267,-73.625869,Greenvale,,,NY,235 Glen Cove Rd,11548,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2019-09-09,,ELEC,Private,47722,2012-01-31,P,E,Baron Nissan,516-621-2300,2020-01-21T18:34:38Z,CAR_DEALER,GPS,40.816267,-73.625869,Greenvale,,,NY,235 Glen Cove Rd,11548,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,24 hours daily,,,2020-04-04,,ELEC,Public,48048,,,E,CARCHARGING,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.7552452,-73.9834061,New York,ICON 1114 6TH; See Valet attendant for use.,,NY,1114 6th Ave,10036,US,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,$0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:33103'], 'ports': ['1']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,48093,,,E,EVPASS,888-758-4389,2020-04-04T09:19:44Z,,GPS,43.0664711,-76.1700592,Syracuse,DST SST-1; 3 units at north end of lot next to bridge entry to mall,,NY,577 Solar Street,13204,US,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,"$0.49 per kWh, minimum payment of $1",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:51233'], 'ports': ['1']}"
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,49676,2012-10-25,P,E,Vision Nissan Greece,585-227-3800,2020-01-21T18:34:38Z,CAR_DEALER,200-9,43.216099,-77.73619,Rochester,,,NY,4000 W Ridge Rd,14626,US,,,,,,,,,,,['J1772'],,,3,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
public,Dealership business hours; Nissan use only; contact 914-961-3900 for more information,CALL,,2020-01-13,,ELEC,Public - Call ahead,49678,2016-04-05,P,E,Central Avenue Nissan,,2020-01-21T18:34:38Z,CAR_DEALER,GPS,40.964447,-73.840117,Yonkers,,,NY,1919 Central Park Ave,10710,US,,,,,,,,,,,"['CHADEMO', 'J1772']",1,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2020-01-13,,ELEC,Private,49679,2012-10-25,P,E,Central Avenue Nissan,,2020-01-21T18:34:38Z,CAR_DEALER,GPS,40.964447,-73.840117,Yonkers,,,NY,1919 Central Park Ave,10710,US,,,,,,,,,,,['J1772'],,,2,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,49932,2012-10-25,P,E,Shults Nissan,716-484-2780,2020-01-21T18:34:38Z,CAR_DEALER,200-9,42.115661,-79.253776,Jamestown,,,NY,311 Fluvanna Ave,14701,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2019-09-09,,ELEC,Private,49933,2012-10-25,P,E,Shults Nissan,716-484-2780,2020-01-21T18:34:38Z,CAR_DEALER,200-9,42.115661,-79.253776,Jamestown,,,NY,311 Fluvanna Ave,14701,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,49938,2012-10-25,P,E,Nissan of Queens,718-835-8300,2020-01-21T18:34:38Z,CAR_DEALER,200-9,40.68117,-73.845621,Ozone Park,,,NY,9325 Rockaway Blvd,11417,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,
private,,,,2019-09-09,,ELEC,Private,49939,2012-10-25,P,E,Nissan of Queens,718-835-8300,2020-01-21T18:34:38Z,CAR_DEALER,200-9,40.68117,-73.845621,Ozone Park,,,NY,9325 Rockaway Blvd,11417,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,6am-9pm daily,,,2020-03-03,,ELEC,Public,49941,2012-04-01,LG,E,Town of Penfield - Library,585-340-8720,2020-03-03T21:13:47Z,LIBRARY,200-9,43.137476,-77.465214,Penfield,,,NY,1985 Baird Rd,14526,US,,,,,,,,,,,['J1772'],,,1,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,
public,Lot business hours; pay lot,,,2020-03-03,,ELEC,Public,50707,2010-09-01,P,E,Buffalo Niagara Medical Campus - Ellicott Street Lot,716-218-7153,2020-03-03T21:13:47Z,HOSPITAL,200-9,42.89582,-78.86798,Buffalo,,,NY,589 Ellicott St,14203,US,,,,,,,,,,,['J1772'],,,4,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,
public,24 hours daily; metered parking,,,2020-03-03,,ELEC,Public,50708,2013-10-01,P,E,Buffalo Niagara Medical Campus - Ellicott Street Parking,716-218-7153,2020-03-03T21:13:47Z,HOSPITAL,200-9,42.89582,-78.86798,Buffalo,Streetside parking adjacent to pay lot,,NY,589 Ellicott St,14203,US,,,,,,,,,,,['J1772'],,,2,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,
public,Pay to park for access,,,2020-03-03,,ELEC,Public,50710,2011-03-31,P,E,Buffalo Niagara Medical Campus - MiGo Garage,716-218-7351,2020-03-03T21:13:47Z,PAY_GARAGE,200-8,42.900312,-78.863802,Buffalo,1st level,,NY,134 High St,14226,US,,,,,,,,,,,['J1772'],,,5,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,
public,24 hours daily,,,2020-04-04,,ELEC,Public,50711,,,E,CARCHARGING,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.7892181,-73.9749593,New York,CENTRAL PKG #1; See Valet Attendant to charge your vehicle,,NY,214 W 88th St,10024,US,,,,,,,,,,,"['J1772', 'NEMA520']",,1,1,ChargePoint Network,http://www.chargepoint.com/,,$0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:48173'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-03-03,,ELEC,TEMPORARILY UNAVAILABLE (Public),50854,,P,T,ShopRite Plaza,518-243-4565,2020-03-03T21:13:47Z,GROCERY,200-9,42.816614,-73.889657,Niskayuna,,,NY,2333 Nott St E,12309,US,,,,,,,,,,,['J1772'],,,2,Non-Networked,,,Free,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),
public,24 hours daily,,,2020-04-04,,ELEC,Public,51095,,,E,TRICITYRENTALS,888-758-4389,2020-04-04T09:19:44Z,,200-8,42.681288,-73.849689,Albany,"WOODLAKE
WOODLAKE 2",,NY,61 Woodlake Rd N,12203,US,,,,,,,,,,,['J1772'],,,4,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1858441', '1:1858631'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,51294,,,E,TAITEM,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.438969,-76.502064,Ithaca,"NS1-CHARGEPOINT; Located in front lawn, street side access",,NY,110 S Albany St,14850,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on an hourly rate. $1 per hour, minimum payment of $1",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:86001'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,51296,,,E,GLENWOOD MGMT,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.7581527,-73.9653023,New York,BRISTOL GARAGE,,NY,300 E 56th St,10022,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:205095'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,51297,,,E,LAFAYETTE BOYNT,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.8214511,-73.8776415,Bronx,"LAF BOYNT 1; Lot entrance at Story and Elder, charging station is immediately to the right of the entrance, between spaces 579 &amp; 580",,NY,901 Boynton Ave,10473,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:65263'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-03-03,,ELEC,Public,51537,2019-02-27,LG,E,Fairport Village Landing,585-223-9500,2020-03-03T21:13:47Z,SHOPPING_CENTER,200-9,43.100936,-77.443575,Fairport,Adjacent to parking garage ramp near Perrin St,,NY,100 Fairport Village Landing,14450,US,,,,,,,,,,,['J1772'],,,6,EV Connect,http://evconnect.com/,,Free,,,,,,,,,,,,,,,,Public,
public,24 hours daily,,,2020-04-04,,ELEC,Public,51676,,,E,WCS,888-758-4389,2020-04-04T09:19:44Z,,200-9,40.850625,-73.8811322,Bronx,NS1 SOUTHERN; -,,NY,2300 Southern Blvd,10460,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:666551'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,51680,,,E,BEAM CHARGING,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.736949,-73.9977963,New York,107 W 13TH ST; See valet attendant for instructions  on using the charging stations.,,NY,107 W 13th St,10011,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"$0.49 per kWh, minimum payment of $1",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:54873'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,51681,,,E,BEAM CHARGING,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.769134,-73.968707,New York,860 FIFTH AVE; See valet attendant to use the charging station.,,NY,860 5th Ave,10065,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"$0.49 per kWh, minimum payment of $1",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:54903'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,51682,,,E,BEAM CHARGING,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.764341,-73.96408,New York,1081 3RD AVENUE; See Valet for instructions on using charging station.,,NY,1081 3rd Ave,10065,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"$0.49 per kWh, minimum payment of $1",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:54953'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,51683,,,E,BEAM CHARGING,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.758462,-73.972211,New York,SEAGRAMS BLDG; See valet attendant to use charging station.,,NY,375 Park Ave,10152,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"$0.49 per kWh, minimum payment of $1",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:54963'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,51686,,,E,BEAM CHARGING,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.730485,-74.000728,New York,MINETTA GARAGE; See valet attendant for instructions on how to use the charging station.,,NY,122 W 3rd St,10012,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"$0.49 per kWh, minimum payment of $1",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:71713'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,51687,,,E,MP 225 LLC,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.7018205,-73.9868238,New York,"NS1-100 JAY ST; Charger located in MPS parking garage level C, area 2A next to parking office",,NY,100 Jay St,11201,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"$2.99 per hour, minimum payment of $2.99",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:86177'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,51689,,,E,BARD ALMNCT,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.0234362,-73.9020369,Red Hook,NS1-ALMNCT; Located in parking lot of Alumni Canter at intersection of Entrance Road and 9G,,NY,New York 9G,12504,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on an hourly rate. $1.5 per hour, maximum payment of $4.5, maximum session time is 10 hours",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:86031'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,52014,,,E,NATIONAL GRID,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.7258439,-73.799419,Albany,HOMEWOOD SUITES,,NY,216 Wolf Road,12205,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:557641'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,52016,,,E,ATAHOUSING407,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.8468211,-73.8346327,Bronx,"HAZEL TOWERS 1; Restricted for use to residents only, station is between Spaces #158 &amp; #159",,NY,1734-1774 Mulford Ave,10461,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:70053'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,52021,,,E,QUEENS COLLEGE,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.734525,-73.81793,Flushing,NS1-STATION1; Located in parking lot,,NY,152-50 Melbourne Ave,11367,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:78883'], 'ports': ['1', '2']}"
